comment_id,create_time,ip_location,aweme_id,content,user_id,sec_uid,short_user_id,user_unique_id,user_signature,nickname,avatar,sub_comment_count,like_count,last_modify_ts,parent_comment_id,pictures
7452975535301346087,1735281097,四川,7452967332982410533,建议四川和云南共同出资打造一艘航空母舰，命名为川云舰，守护祖国万里海疆 [比心][比心][比心],93140200277,MS4wLjABAAAAcd05uFbS51KeJ1eCG10dVgIrWPuER9mxeMl9nJDCSaM,1673940978,Y6666660701,,向日葵jg,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_ocDYEaEDAffBzjYABNg6BVSIgAFQC7AemGE7VA.jpeg?from=2064092626,1.0,71517.0,1765383964642,0,
7452970838485123878,1735280001,江西,7452967332982410533,电脑操作系统是不是咱也应该自己搞一个,97447718480,MS4wLjABAAAArKYRSeksW6VWPB4P1JNdqcgYo27ixTqdqWt4Y8vq-qU,863306201,,,张胖子,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_0e04a14e8aa30d0e087e98a20ede278d.jpeg?from=2064092626,3.0,64871.0,1765383964653,0,
7455546059374396201,1735879594,河南,7452967332982410533,任正非不愧是退伍军人，所有的一切都预料到了,2700032622208845,MS4wLjABAAAAi8ddwlIY2jj-JLChNV2JELSS_VbRJe8g_7JN4Lq0fiwOi77kDB3GE95MBXgp4Znb,3661154487,dongguashuoju,,冬瓜说剧,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_ac70b3783a21eca0363611a708d61b47.jpeg?from=2064092626,0.0,1744.0,1765383964657,0,
7452963208261813032,1735279811,山东,7452967332982410533,华为除了有点贵 没毛病,99556804204,MS4wLjABAAAA-pzSAvTyzEaBuK4IjXGpdCdrsioNJ_-AFE0z9LVoAAw,1249800777,gdjsjhdhh,,vvvvo,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c000-ce_o85SIun9AAVjqABNEAwiTL4REfPDpCiCZAfzuA.jpeg?from=2064092626,3.0,43.0,1765383964660,0,
7452968846870201126,1735279538,河南,7452967332982410533,"终于能抢先评论了😂😂
中国🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳加油",2660443646078344,MS4wLjABAAAABDIhKRgqePdcFbm0rZUij-_VPFlL9YWOEKynxCo5Lc7UOzBOsTL1cHyAO9O53LXQ,2193480436,Eggggghgfff,,归尘う,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_oYCKaEaIDyVweE7OAEfBApAAKFMzAPBBGfY7RV.jpeg?from=2064092626,2.0,2230.0,1765383964664,0,
7452971206276432697,1735280089,上海,7452967332982410533,支持华为，因为他一颗赤热的中国芯！[鼓掌][鼓掌][鼓掌][赞][赞][赞],70183578415,MS4wLjABAAAAOJuv41Mjp_9Uk6rPFz0lwlJCi_KfFunhTVGmm3KFq6s,2940926621,dy03q0pks9ed,,游钓江湖,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_7ad7c71c4b4a438e9db85699b1910ade.jpeg?from=2064092626,0.0,4328.0,1765383964667,0,
7452969701363729210,1735279737,四川,7452967332982410533,加油华为，我的mate 50想换了，但是老婆不同意，说还可以用[捂脸][捂脸][捂脸],92772341403,MS4wLjABAAAAn5uHAPNBBGG0uC6MQJtxCIKAnVrch14-d3zM6R4wi-8,342029251,,,爱潜水的鱼,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_o8fMwMOCMCAF1hfEAIlAmAA45tAgAnOHDA9wEA.jpeg?from=2064092626,0.0,4856.0,1765383964670,0,
7452962675208766217,1735281042,浙江,7452967332982410533,这么多年了，电脑端民用也要逐步换掉微软，不能再等了,2132687303484052,MS4wLjABAAAAY04ycrNgsmizgNoNyT5-7fR9HE5KO75PQ0iCiyty0LG4aVqrb2-fez-O2TJT_Zrz,2838542097,Achao1818,,啊超,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_acd729ea66764f7584bf012ca237296d.jpeg?from=2064092626,0.0,3393.0,1765383964673,0,
7452976274978472743,1735281268,四川,7452967332982410533,华为的坚持就是我们的坚持，华为的无畏就是我们的信心！[赞][赞][赞],967180209358317,MS4wLjABAAAAx3DSS-LCM2tiSk0XbRdLP1p4lVk2fkmbPMVQDi8Ah04,4125009449,dyrssfvbf6jx,,静凝,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_oAIANoLA8CvAUg9s23QAAFEAn8DqVBALIfQieC.jpeg?from=2064092626,0.0,5614.0,1765383964675,0,
7452971731779683132,1735280209,江苏,7452967332982410533,国之重器，中华有为，支持华为。加油中国华为[赞][赞][赞][赞][赞],111072756564,MS4wLjABAAAACY1VPvDajAlRt-QgcJ-KJbhz8bCSihd2wJ_S-wexcPI,2820057930,dyrvh1tgcgg2,,清风暗香,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/mosaic-legacy_2d5de0001aee4f1295631.jpeg?from=2064092626,0.0,2412.0,1765383964679,0,
7277437010573706021,1694410356,湖南,7277123079355010344,手机还没买，就已经来抖音了解功能了[看],100525937660,MS4wLjABAAAA_r_KhUfe6HUpi9i9TVtH97eFWnaeyhYBd1zEJRDAszs,1114694322,,,只会Java的直男,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_53fea7d76d334effb97e4cefcb88e12e.jpeg?from=2064092626,969.0,27502.0,1765383971970,0,
7278140103456359228,1694574060,山西,7277123079355010344,我希望那些手机博主当初怎么测试的华为mate60pro 现在就怎么测试苹果15pro  这个要求很合理吧[憨笑],71325424698,MS4wLjABAAAA9v0CkoFrRzWvKlAGE22Fz5_geD11tgiX5-sj8PtHLIY,273183596,M1051979401,,秋叶蓝布城🍁🍂,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_ogzMH7NPASP8yfAAEALCAdNdhoIAhEagerBAoY.jpeg?from=2064092626,20.0,687.0,1765383971973,0,
7572724603966800698,1763162348,广西,7277123079355010344,天赐我一台,3382551890630732,MS4wLjABAAAA1rOlzYA6NOCTm71Q5Nqs13OhAoL3j-2vldXpCu1ACY31DNIbSQEmgFF-1Fyjt2T9,61796337163,61796337163,,大隋雲兮 .,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c000-ce_oIrBfI0Gg0AFe1sLeAS7JAAnIA1aXNQGa5kA8O.jpeg?from=2064092626,0.0,0.0,1765383971976,0,
7278241446468698920,1694597655,河南,7277123079355010344,友友们 马上抢到手 [看],59973917343,MS4wLjABAAAA3JBPHHvEDCoEcDJyxIklBqmwoJ5uJ-G_UJB42yCIyUA,13284124,bey525913517,,"零度""",https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_4b45836c8b07d317480719cb621893b2.jpeg?from=2064092626,19.0,438.0,1765383971979,0,https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/64343054a2c34860a6bf5074c2057e36~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1765404000&x-signature=xu%2BAN5s%2F%2F0JCX35lxd66bkMvD4I%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202512110026118A0EFE5D2970AAAAF9B2
7277709656066704167,1694473847,河北,7277123079355010344,一部手机而已，没必要攀比，能用就行,106262073582,MS4wLjABAAAANf1iAPIjfwsL2j18FtPUcV4CIR_prtXiqIrAiqro_6w,2831739439,Moya001,,字画装裱,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_a902e5f741f64f7d9ce20229b5540d79.jpeg?from=2064092626,46.0,878.0,1765383971982,0,https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/fe4c3b4f1ec04186a975187dceb6833e~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1765404000&x-signature=PHJHNrpnQbuTiPHTUI%2FmWQR%2BmDc%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202512110026118A0EFE5D2970AAAAF9B2
7562479168203064122,1760776894,广东,7277123079355010344,为什么我的永久不能录屏？[泪奔],1917140494728078,MS4wLjABAAAAnanWLTVMVa7wi1zfVmeXePw5isG0SHABrb6XnLhIbsvwl_JSPUYjH0sPHW0Gv5RM,33651593555,33651593555,,三个金,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c000-ce_oIqqbGSEAt9uAIvEhEFoA1CDwfebAEjJftqA9q.jpeg?from=2064092626,0.0,0.0,1765383971985,0,
7277200595071992617,1694355308,上海,7277123079355010344,还有适合中国宝宝的主题[看],4408372754,MS4wLjABAAAAiS_QGf-hZvIS3nnqFDWBeR676JSYdHdrftf08Qs76zc,335681416,yumidu55501,,玉米嘟,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/mosaic-legacy_2f6ee00054059a624167d.jpeg?from=2064092626,108.0,2852.0,1765383971988,0,https://p9-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/cc8a6c844f894aa0b4f9487182ee3518~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1765404000&x-signature=BzAjM%2Br%2BbvjLrHO62W8D%2FNDY5Ms%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202512110026118A0EFE5D2970AAAAF9B2
7277551613487825723,1694437033,贵州,7277123079355010344,手机这种东西，能用就行了，不要盲目跟风,60581662677,MS4wLjABAAAAwSHp5zCpT4DZrcERhzcV0JPGEZRqUOLThZG4YI5Kk4E,15995824,,,super丹,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/mosaic-legacy_c8450003161230f65481.jpeg?from=2064092626,7.0,323.0,1765383971990,0,https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/c80b662590204167aa8fe38b703002a8~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1765404000&x-signature=c0DcMoRYV1r3u7KQMDVIY1hOEHQ%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202512110026118A0EFE5D2970AAAAF9B2
