user_id,nickname,sex,sign,avatar,last_modify_ts,total_fans,total_liked,user_rank,is_official
3766866,科技美学,保密,微博、微信 @科技美学，在这里你可以找到最真实的数码产品测试；每天都会来带最新的数码产品资讯及体验！不定期抽奖送福利！,https://i0.hdslb.com/bfs/face/075a495d0531303f30bcc1d1c873bd4e81ba4e50.jpg,1765377624641,4455541,22140170,6,0
643565385,基地边缘,男,在科技与科幻之间随机漫步,https://i0.hdslb.com/bfs/face/2b03dc8767b4b5079d9ec1274ffbffbfd1e97efa.jpg,1765377624645,148923,869178,6,0
3546391234218906,生姜不驱寒,保密,【111】这个up真的很神秘个人觉得可以关注一下~需要视频中源文件给我发个1~,https://i0.hdslb.com/bfs/face/ca9cc46c30e4e5f47c99d014438b223ab56b0f70.jpg,1765377624647,10573,14778,6,-1
351162438,冷君ColdDream,保密,微博：冷君ColdDream，会分享数码日常商务合作联系WX:lengjuncold，数码搞机群88897330,https://i0.hdslb.com/bfs/face/31c310d04460d2bae3e9d8b862f39f6af1e45052.jpg,1765377624649,150667,1023878,6,0
367877,笔吧评测室,男,交流买本心得，帮助电脑小白。我们是笔记本电脑爱好者，欢迎关注我们的微信公众号：bibacps,http://i2.hdslb.com/bfs/face/816b2f8c9eb9bcc2784e923cd75dd42ec2c087a5.jpg,1765377624651,2545521,11053699,6,0
3546641141336743,奶牛科技,保密,带预算咨询&商务合作&收徒v：dsd1490,https://i1.hdslb.com/bfs/face/6838c355dead58bc14d51c03765b863b1f9274fb.jpg,1765377624653,1019,6616,5,-1
3493298314414346,纸飞机Paperfly,保密,"科学搞机，很多情绪。
商务wx：askyPaper。
交流群：693485166（壁纸在群文件）",https://i2.hdslb.com/bfs/face/67854e7280fd2a35517715f4eb313b55e64940ea.jpg,1765377624655,52050,470076,6,-1
471993422,6GHz,男,手机独立评测，现在和将来都不接受任何手机评测充值            商务合作:six6ghz@qq.com（本人）,https://i2.hdslb.com/bfs/face/0a771056804e3a63a450cfbff866606369d1f9bd.jpg,1765377624658,265958,2362726,6,0
3546753060047064,机克丝,保密,"?一个说人话的数码博主
?种草/吐槽双修
?求推荐打在评论区",https://i0.hdslb.com/bfs/face/09126c7922beb9457c8cfdfd7d8c52f4cbbdf268.jpg,1765377624660,4033,66497,3,-1
1952124657,酸柠科技,保密,一花一世界，一吃一大碗，一逛一整天,https://i0.hdslb.com/bfs/face/07b2778a68cbbc7b7f5479c530098773d2f231eb.jpg,1765377624663,10553,60722,6,-1
381927576,一袋儿盐,男,智能科技开箱UP【不是评测】,https://i0.hdslb.com/bfs/face/e7b039cd9e51feb04e4f956d06fbf5d83d2ffefa.jpg,1765377624666,214873,1944649,6,0
3546902624733812,海虹数码葛小强,男,企业V：13221212756  如加不上，发短信来，花姐一个一个加,https://i2.hdslb.com/bfs/face/c05f06a21556350b28c1967ded6b73483b3b471c.jpg,1765377624668,142199,1006238,6,0
626297715,荒草音乐,保密,合作Q：1242619736,https://i0.hdslb.com/bfs/face/d7b9ec37a9b159318cbf09d9d2ce43eba6cfaa12.jpg,1765377624670,394348,49681036,6,0
199833570,小新数码评测,男,"关注小新数码，购机少走弯路。
分享新机攻略，产品体验，购机推荐，价格行情。
商务合作：xxsmpc001（备注来意）",https://i0.hdslb.com/bfs/face/52c7941d31f6fe311ef50687139db375cb30ac5f.jpg,1765377624672,32888,187933,6,-1
398741612,程da胖,男,赛博导购员 商+ v：tuanandlion（备注品牌哦）,https://i2.hdslb.com/bfs/face/da2965e35d1d0562ec870529dd5c422bd7a65b67.jpg,1765377624674,74821,164547,6,-1
310268345,阿甘体验,男,还原本真，带给你最真实的产品体验报告！,https://i2.hdslb.com/bfs/face/b9f35dfeb20a54b7a31cbe7003d6d1ca5ea541fb.jpg,1765377624676,361942,2597199,6,0
25910292,钟文泽,男,微博：@钟文泽 产品评测联系：zwzhezuo@icloud.com,http://i0.hdslb.com/bfs/face/6f7ef32a25419744130c42f63ff6b11c624f19e3.jpg,1765377624678,2411960,11331950,6,0
652522840,张雪峰说考研考公,男,带您全方位了解考研考公就业！,https://i1.hdslb.com/bfs/face/d641253ccbee6e9dec7af52156ae37c4488f77b1.jpg,1765377707169,565423,6622814,6,-1
1189120898,薇薇好甜鸭,女,,https://i2.hdslb.com/bfs/face/cf1ef9c2045e317dfe6dbe8659b6f7a69c7572d5.jpg,1765377707171,236,6084,3,-1
178690106,搞机所,男,淘宝店：搞机所电脑 微博:搞机所 商务合作微信gjsffff ,https://i2.hdslb.com/bfs/face/1d04316b1eb19a97d950a368af672421ff6224ee.jpg,1765377707174,2478251,12205380,6,0
1269455733,我是小鸭头呀,保密,最开心的事情就是看到你的支持ヾ(≧▽≦*)o网站:https://blog.yaqwq.top\^o^/,https://i0.hdslb.com/bfs/face/f8b9bc7471a832b6a328065d60715f6f751a33f3.jpg,1765377707176,5097,12769,6,-1
162776218,电子羊羊的香菜,保密,"商务合作：HF12140521没有空格
mcn 及平台招募勿扰",https://i1.hdslb.com/bfs/face/03ec86af1e56321c9633c3ca1ce9c22828279c0e.jpg,1765377707178,75126,529650,6,-1
1451100415,我是柏森,男,手机体验   摄影先锋,https://i1.hdslb.com/bfs/face/12e4e619923c2331bde23ff2b79a76980552f5a7.jpg,1765377707179,27716,187831,6,-1
3493132421302556,钝角锐评,男,,https://i2.hdslb.com/bfs/face/1910e4be4250cb13819a9dfa88cafaf9237377ab.jpg,1765377707182,4317,33308,4,-1
17826808,橘六斤,男,爱数码、汽车,https://i1.hdslb.com/bfs/face/2afa28723de78dec9f735fd8732dbc20874989a3.jpg,1765377707184,331,4578,6,-1
18937162,请不要叫我测评君,男,二手数码产品回收VX：PCKJ0642 商务合作请添加VX：xhdxsw，或者企业VX：18570662815,https://i1.hdslb.com/bfs/face/3ce9e638f1c159cc80c16dfa4bf3fea4d63411b1.jpg,1765377707185,575689,3515030,6,0
8969156,小白测评,保密,一个工具性的科技数码频道  公众号/微博@小白测评  邮箱：wangjiong2016@icloud.com,https://i2.hdslb.com/bfs/face/09dd0d38633d567179784ac9a0d95ac1187ea71d.jpg,1765377707187,4537669,38814698,6,0
471993422,6GHz,男,手机独立评测，现在和将来都不接受任何手机评测充值            商务合作:six6ghz@qq.com（本人）,https://i2.hdslb.com/bfs/face/0a771056804e3a63a450cfbff866606369d1f9bd.jpg,1765377707189,265958,2362727,6,0
322032202,炽夏夜之心,男,爱女神看男神赏音乐品动漫之心，炽热燃烧！一起来爱那些旷世神作和盛世美颜吧~,http://i1.hdslb.com/bfs/face/092e4110fa7d0a1e1c07bb45855e48be8f3f000b.jpg,1765377707192,95122,2597801,6,-1
31880257,差评硬件部,男,只测有趣的，只聊有用的，从硬件出发，带你探索科技生活的未来！商务合作请加V：maguabd01,https://i1.hdslb.com/bfs/face/224f69a9c045d4c66936620e2cb3feb2054ed43b.jpg,1765377707196,778365,5407709,6,-1
10175373,阳极阳话Talk,男,"十一年科技数码宝贝
以独特的视角聊聊科技
商务合作vx：maguabd02",https://i0.hdslb.com/bfs/face/9f47616f804ddfd92fcfc61f483cc36b4a3c3dc9.jpg,1765377707197,337245,1087503,6,0
627040687,荐机行事,男,做你和手机之间的信使，让你的需求没有信息差,https://i1.hdslb.com/bfs/face/ccbe05fa9c005be5046fa3ca3d9105f713e61b66.jpg,1765377707199,91606,2043017,6,-1
25910292,钟文泽,男,微博：@钟文泽 产品评测联系：zwzhezuo@icloud.com,http://i0.hdslb.com/bfs/face/6f7ef32a25419744130c42f63ff6b11c624f19e3.jpg,1765377707201,2411961,11331960,6,0
102999485,华为终端,保密,2025，阿华继续冲鸭！！！,https://i2.hdslb.com/bfs/face/d09290cd18c3e048ca0b2eefa3647a487ed11b77.jpg,1765377707203,2077643,13371492,6,1
129400595,蛙厂FrogField,男,商业、科技、人。,https://i2.hdslb.com/bfs/face/23ac14f47e7b1eca78e8978bc9607defc928d875.jpg,1765377707205,69635,174519,6,-1
10175373,阳极阳话Talk,男,"十一年科技数码宝贝
以独特的视角聊聊科技
商务合作vx：maguabd02",https://i0.hdslb.com/bfs/face/9f47616f804ddfd92fcfc61f483cc36b4a3c3dc9.jpg,1765377707206,337245,1087503,6,0
3537124083108381,爱看直播的四蛋,保密,剪点儿男生爱看的，建议开启听视频（评论区请友好讨论）,https://i0.hdslb.com/bfs/face/7af570d6299abad2abf5a320cb13a2beeccf60c4.jpg,1765377707208,13889,548118,5,-1
480896025,明美无限,男,资深优质科技数码博主，偶尔发点家电内容，全网粉丝60万+，欢迎关注！合作联系：mingmeiwuxian2025@163.com,https://i0.hdslb.com/bfs/face/4184629d26f08740badbf44d560f69fec7e7087b.jpg,1765377801306,1636,37728,4,-1
298155224,胖秃秃的日常,男,数码行业入门分析员,https://i2.hdslb.com/bfs/face/35260181b368afe717b814caff9142e8b6a5c01b.jpg,1765377801313,537,40076,4,-1
26745652,迪科技,男,一个科技小子,https://i1.hdslb.com/bfs/face/3f730c65d3583a79efbc56e4023ff48d895361e2.jpg,1765377801320,50231,710203,6,-1
405815805,有车有肉的肉肉,女,借车不易，这次一定！ 合作VX：a13068188199 （添加请注明来意）小助理VX gar0616,https://i0.hdslb.com/bfs/face/0bb321794263b16fbbd620d77837ccec5b4241ec.jpg,1765377801326,583342,2544783,6,0
3632315221674473,锦瑟ol,保密,锦瑟无端五十弦，一弦一柱思华年,https://i2.hdslb.com/bfs/face/94303c2c63cd1af8c0dae3c99d4a6c499a080bda.jpg,1765377801334,281,42542,4,-1
1469063217,世界大事快报,女,"主页小店有好物推荐。
部分素材来源于网络若有侵权请联系删除。",https://i0.hdslb.com/bfs/face/1f4ae252cddfff5adf26419f75be3a584032eb5e.jpg,1765377801341,2937,98783,5,-1
